GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
13309202,,Kellenbach,Bad Kreuznach,Kirner Land,55606
13309202,0101,Forsthaus Lützelsoon,Bad Kreuznach,Kirner Land,
13309202,0102,Gerhardsmühle,Bad Kreuznach,Kirner Land,
13309202,0103,Rippas-Mühle,Bad Kreuznach,Kirner Land,
13309203,,Königsau,Bad Kreuznach,Kirner Land,55606
13309204,,Schneppenbach,Bad Kreuznach,Kirner Land,55608
13309205,,Schwarzerden,Bad Kreuznach,Kirner Land,55629
13310001,,Abtweiler,Bad Kreuznach,Nahe-Glan,55568
13310001,0101,Hühnerhof,Bad Kreuznach,Nahe-Glan,
13310001,0102,St.Antoniushof,Bad Kreuznach,Nahe-Glan,
13310005,,Auen,Bad Kreuznach,Nahe-Glan,55569
13310005,0101,Gosenhof,Bad Kreuznach,Nahe-Glan,
13310009,,Bärweiler,Bad Kreuznach,Nahe-Glan,55606
13310009,0101,Hottenmühle,Bad Kreuznach,Nahe-Glan,
13310022,,Daubach,Bad Kreuznach,Nahe-Glan,55566
13310022,0101,Birkenhof,Bad Kreuznach,Nahe-Glan,
13310022,0102,Sonnenhof,Bad Kreuznach,Nahe-Glan,
13310011,,Becherbach,Bad Kreuznach,Nahe-Glan,67827
13310011,0100,Becherbach,Bad Kreuznach,Nahe-Glan,
13310011,0101,Kirnbuscherhof,Bad Kreuznach,Nahe-Glan,
13310011,0102,Römerhof,Bad Kreuznach,Nahe-Glan,
13310011,0103,Rothenbaumerhof,Bad Kreuznach,Nahe-Glan,
13310011,0200,Gangloff,Bad Kreuznach,Nahe-Glan,
13310011,0300,Roth,Bad Kreuznach,Nahe-Glan,
13310017,,Breitenheim,Bad Kreuznach,Nahe-Glan,55592
13310017,0101,Lacher Hof,Bad Kreuznach,Nahe-Glan,
13310020,,Callbach,Bad Kreuznach,Nahe-Glan,67829
13310020,0101,Lindenhof,Bad Kreuznach,Nahe-Glan,
13310024,,Desloch,Bad Kreuznach,Nahe-Glan,55592
13310024,0101,Neuwieser Hof,Bad Kreuznach,Nahe-Glan,
13310049,,Hundsbach,Bad Kreuznach,Nahe-Glan,55621
13310049,0101,Forsthaus Hundsbach,Bad Kreuznach,Nahe-Glan,
13310049,0102,Lochmühle,Bad Kreuznach,Nahe-Glan,
13310050,,Ippenschied,Bad Kreuznach,Nahe-Glan,55566
13310051,,Jeckenbach,Bad Kreuznach,Nahe-Glan,55592
13310053,,Kirschroth,Bad Kreuznach,Nahe-Glan,55566
13310055,,Langenthal,Bad Kreuznach,Nahe-Glan,55569
13310057,,Lauschied,Bad Kreuznach,Nahe-Glan,55568
13310058,,Lettweiler,Bad Kreuznach,Nahe-Glan,67823
13310058,0101,Nachtweiderhof,Bad Kreuznach,Nahe-Glan,
13310058,0102,Neudorferhof,Bad Kreuznach,Nahe-Glan,
13310060,,Löllbach,Bad Kreuznach,Nahe-Glan,67744
13310060,0101,Alte Ölmühle,Bad Kreuznach,Nahe-Glan,
13310060,0102,Altheckmühle,Bad Kreuznach,Nahe-Glan,
13310062,,Martinstein,Bad Kreuznach,Nahe-Glan,55627
13310064,,Meddersheim,Bad Kreuznach,Nahe-Glan,55566
13310064,0101,"Felke-Kurhaus Menschel, englischer Hof",Bad Kreuznach,Nahe-Glan,
13310064,0102,Lohmühle,Bad Kreuznach,Nahe-Glan,
13310064,0103,Schliffgesmühle,Bad Kreuznach,Nahe-Glan,
13310064,0104,Am Meisenheimer Pfad,Bad Kreuznach,Nahe-Glan,
13310065,,"Meisenheim, Stadt",Bad Kreuznach,Nahe-Glan,55590
13310065,0101,Hof Wieseck,Bad Kreuznach,Nahe-Glan,
13310065,0102,Keddarterhof,Bad Kreuznach,Nahe-Glan,
13310065,0103,Röther Hof,Bad Kreuznach,Nahe-Glan,
13310066,,Merxheim,Bad Kreuznach,Nahe-Glan,55627
13310066,0101,Gänsmühle,Bad Kreuznach,Nahe-Glan,
13310066,0102,Kornsmühle,Bad Kreuznach,Nahe-Glan,
13310066,0103,Weinelsmühle,Bad Kreuznach,Nahe-Glan,
13310066,0104,Hof Schöngelegen,Bad Kreuznach,Nahe-Glan,
13310067,,Monzingen,Bad Kreuznach,Nahe-Glan,55569
13310067,0101,Nahemühle,Bad Kreuznach,Nahe-Glan,
13310072,,Nußbaum,Bad Kreuznach,Nahe-Glan,55569
13310072,0101,In der Bein,Bad Kreuznach,Nahe-Glan,
13310076,,Odernheim am Glan,Bad Kreuznach,Nahe-Glan,55571
13310076,0101,Am Kapellenberg,Bad Kreuznach,Nahe-Glan,
13310076,0102,Birkenhof,Bad Kreuznach,Nahe-Glan,
13310076,0103,Charlottenhof,Bad Kreuznach,Nahe-Glan,
13310076,0105,Elsenpfuhl,Bad Kreuznach,Nahe-Glan,
13310076,0106,Heddarterhof,Bad Kreuznach,Nahe-Glan,
13310076,0107,"Niedermühle, Fabrik",Bad Kreuznach,Nahe-Glan,
13310076,0108,Sonnenberghof,Bad Kreuznach,Nahe-Glan,
13310076,0200,Disibodenberg,Bad Kreuznach,Nahe-Glan,
13310076,0201,Disibodenbergerhof,Bad Kreuznach,Nahe-Glan,
13310081,,Raumbach,Bad Kreuznach,Nahe-Glan,55592
13310081,0101,Hofgut Krauß,Bad Kreuznach,Nahe-Glan,
13310082,,Rehbach,Bad Kreuznach,Nahe-Glan,55566
13310083,,Rehborn,Bad Kreuznach,Nahe-Glan,55592
13310083,0101,Wohnplatz im Hahn,Bad Kreuznach,Nahe-Glan,
13310083,0102,Neuhaus,Bad Kreuznach,Nahe-Glan,
13310083,0103,Schreckhof,Bad Kreuznach,Nahe-Glan,
13310083,0104,Im Schlad,Bad Kreuznach,Nahe-Glan,
13310083,0105,Wohnplatz Bahnhof,Bad Kreuznach,Nahe-Glan,
13310083,0106,Wohnplatz Bahnwärterhaus,Bad Kreuznach,Nahe-Glan,
13310084,,Reiffelbach,Bad Kreuznach,Nahe-Glan,67829
13310090,,Schmittweiler,Bad Kreuznach,Nahe-Glan,67829
13310092,,Schweinschied,Bad Kreuznach,Nahe-Glan,67744
13310094,,Seesbach,Bad Kreuznach,Nahe-Glan,55629
13310094,0101,Waldfriede,Bad Kreuznach,Nahe-Glan,
13310102,,Staudernheim,Bad Kreuznach,Nahe-Glan,55568
13310102,0101,Eisenschmelze,Bad Kreuznach,Nahe-Glan,
13310102,0102,Fa. Winters,Bad Kreuznach,Nahe-Glan,
13310102,0103,Herrenhof - am Tunnel,Bad Kreuznach,Nahe-Glan,
13310102,0104,Klostermühle,Bad Kreuznach,Nahe-Glan,
13310111,,Weiler bei Monzingen,Bad Kreuznach,Nahe-Glan,55627
13310111,0101,Gonratherhof,Bad Kreuznach,Nahe-Glan,
13310111,0102,Akazien-Hof,Bad Kreuznach,Nahe-Glan,
13310116,,Winterburg,Bad Kreuznach,Nahe-Glan,55595
13310116,0101,Schloß Winterburg,Bad Kreuznach,Nahe-Glan,
13310501,,"Bad Sobernheim, Stadt",Bad Kreuznach,Nahe-Glan,55566
13310501,0100,Eckweiler,Bad Kreuznach,Nahe-Glan,
13310501,0200,Pferdsfeld,Bad Kreuznach,Nahe-Glan,
13310501,0201,Birkenhof,Bad Kreuznach,Nahe-Glan,
13310501,0202,Entenpfuhl mit Martinshof,Bad Kreuznach,Nahe-Glan,
13310501,0203,Forsthaus Alteburg,Bad Kreuznach,Nahe-Glan,
13310501,0204,Forsthaus Ippenschied,Bad Kreuznach,Nahe-Glan,
13310501,0205,Hoxmühle,Bad Kreuznach,Nahe-Glan,
13310501,0206,Kallweiler,Bad Kreuznach,Nahe-Glan,
13310501,0207,Trifthütte,Bad Kreuznach,Nahe-Glan,
13310501,0300,Bad Sobernheim,Bad Kreuznach,Nahe-Glan,
13310501,0301,Dörndich,Bad Kreuznach,Nahe-Glan,
13310501,0302,Freilichtmuseum,Bad Kreuznach,Nahe-Glan,
13310501,0303,Kurhaus am Maasberg,Bad Kreuznach,Nahe-Glan,
13310501,0304,Neues Leben,Bad Kreuznach,Nahe-Glan,
13310501,0305,Steinhardt,Bad Kreuznach,Nahe-Glan,
13311018,,Bretzenheim,Bad Kreuznach,Langenlonsheim-Stromberg,55559
13311018,0102,Eremitage,Bad Kreuznach,Langenlonsheim-Stromberg,
13311018,0103,Haus Sitzius,Bad Kreuznach,Langenlonsheim-Stromberg,
13311018,0104,Karlshof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311018,0105,Orthenberger Mühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311018,0106,Eulenhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,,Daxweiler,Bad Kreuznach,Langenlonsheim-Stromberg,55442
13311023,0101,Eichhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,0102,"Eichmühle, Hühnerfarm",Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,0103,Forsthaus Emmerichshütte,Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,0104,Forsthaus Tiefenbach,Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,0105,"Soonfried, Jagdhaus",Bad Kreuznach,Langenlonsheim-Stromberg,
13311023,0106,Stromberger Neuhütte,Bad Kreuznach,Langenlonsheim-Stromberg,
13311025,,Dörrebach,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311025,0101,Forsthaus Opel,Bad Kreuznach,Langenlonsheim-Stromberg,
13311025,0102,"Gollenfels, Burg",Bad Kreuznach,Langenlonsheim-Stromberg,
13311025,0103,Im Waldwinkel,Bad Kreuznach,Langenlonsheim-Stromberg,
13311025,0104,Weinbergerhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311026,,Dorsheim,Bad Kreuznach,Langenlonsheim-Stromberg,55452
13311028,,Eckenroth,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311035,,Guldental,Bad Kreuznach,Langenlonsheim-Stromberg,55452
13311035,0100,Heddesheim,Bad Kreuznach,Langenlonsheim-Stromberg,
13311035,0101,Breitenfelserhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311035,0200,Waldhilbersheim,Bad Kreuznach,Langenlonsheim-Stromberg,
13311035,0201,Ackermühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311054,,Langenlonsheim,Bad Kreuznach,Langenlonsheim-Stromberg,55450
13311054,0101,Forsthaus Langenlonsheim,Bad Kreuznach,Langenlonsheim-Stromberg,
13311056,,Laubenheim,Bad Kreuznach,Langenlonsheim-Stromberg,55452
13311056,0101,Laubenheimermühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311056,0102,Auf der vordersten Hohl,Bad Kreuznach,Langenlonsheim-Stromberg,
13311056,0103,In der Esels,Bad Kreuznach,Langenlonsheim-Stromberg,
13311085,,Roth,Bad Kreuznach,Langenlonsheim-Stromberg,55442
13311087,,Rümmelsheim,Bad Kreuznach,Langenlonsheim-Stromberg,55452
13311087,0101,Burg Layen,Bad Kreuznach,Langenlonsheim-Stromberg,
13311091,,Schöneberg,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311091,0101,Lehnmühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311091,0102,Neupfalz,Bad Kreuznach,Langenlonsheim-Stromberg,
13311093,,Schweppenhausen,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311093,0101,Haus Aumühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311093,0102,"Papiermühle, Laubsägefabrik",Bad Kreuznach,Langenlonsheim-Stromberg,
13311093,0103,Steinfelder Hof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311093,0104,"Weinzheimers Mühl, Sägewerk",Bad Kreuznach,Langenlonsheim-Stromberg,
13311093,0105,Winklers Mühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,,Seibersbach,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311095,0101,Autishof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0102,"Concordia, Haus",Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0103,Füllenbacherhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0104,Junkermühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0105,Landgut Ziegelhütte,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0106,Layenkaut,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0107,Marienborn,Bad Kreuznach,Langenlonsheim-Stromberg,
13311095,0108,"Stromberger Neuhütte, Bhf.",Bad Kreuznach,Langenlonsheim-Stromberg,
13311103,,"Stromberg, Stadt",Bad Kreuznach,Langenlonsheim-Stromberg,55442
13311103,0101,Bannmühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311103,0102,Eckenrotherfels,Bad Kreuznach,Langenlonsheim-Stromberg,
13311103,0103,Löwenzeilermühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311108,,Waldlaubersheim,Bad Kreuznach,Langenlonsheim-Stromberg,55444
13311108,0101,Ackva's-Mühle,Bad Kreuznach,Langenlonsheim-Stromberg,
13311108,0102,Lindenhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311108,0103,Sonnenhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311108,0104,Weincastell,Bad Kreuznach,Langenlonsheim-Stromberg,
13311110,,Warmsroth,Bad Kreuznach,Langenlonsheim-Stromberg,55442
13311110,0101,Schmitts Hof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311110,0102,Wald Erbach,Bad Kreuznach,Langenlonsheim-Stromberg,
13311114,,Windesheim,Bad Kreuznach,Langenlonsheim-Stromberg,55452
13311114,0101,Lindenhof,Bad Kreuznach,Langenlonsheim-Stromberg,
13311114,0102,Ziegelhütte (ehem.Gem.Waldhilbersheim),Bad Kreuznach,Langenlonsheim-Stromberg,
13400045,,"Idar-Oberstein, große kreisangehörige Stadt",Birkenfeld,,55743
13400045,0100,Enzweiler,Birkenfeld,,
13400045,0200,Georg-Weierbach,Birkenfeld,,
13400045,0201,Felsenmühle,Birkenfeld,,
13400045,0300,Göttschied,Birkenfeld,,
13400045,0400,Hammerstein,Birkenfeld,,
13400045,0500,Idar,Birkenfeld,,
13400045,0501,Algenrodt,Birkenfeld,,
13400045,0502,Im Haag,Birkenfeld,,
13400045,0503,Tiefenstein,Birkenfeld,,
13400045,0504,Wäschertskaulen,Birkenfeld,,
13400045,0600,Kirchenbollenbach,Birkenfeld,,
13400045,0700,Mittelbollenbach,Birkenfeld,,
13400045,0701,Krestel,Birkenfeld,,
13400045,0800,Nahbollenbach,Birkenfeld,,
13400045,0801,Haus Sonnhof,Birkenfeld,,
13400045,0802,Klopp,Birkenfeld,,
13400045,0900,Oberstein,Birkenfeld,,
13400045,0901,Forsthaus Hillschied,Birkenfeld,,
13400045,0902,Hillschied,Birkenfeld,,
13400045,1000,Regulshausen,Birkenfeld,,
13400045,1001,Auf der Borr,Birkenfeld,,
13400045,1003,Fichtenhof,Birkenfeld,,
13400045,1100,Weierbach,Birkenfeld,,
13400045,1102,Hüsters-Mühle,Birkenfeld,,
13400045,1103,"Niederreidenbacherhof, Heil-und Pflegeanstalt",Birkenfeld,,
13401005,,"Baumholder, Stadt",Birkenfeld,Baumholder,55774
13401005,0101,Breitsesterhof,Birkenfeld,Baumholder,
13401005,0102,Eschelbacherhof,Birkenfeld,Baumholder,
13401005,0103,"Guthaus, Edingers-Mühle",Birkenfeld,Baumholder,
13401005,0104,Haus Debes,Birkenfeld,Baumholder,
13401005,0105,Im kleinen Tal,Birkenfeld,Baumholder,
13401007,,Berglangenbach,Birkenfeld,Baumholder,55776
13401007,0101,Bächelshöfe,Birkenfeld,Baumholder,
13401007,0102,Zinkweilerhof,Birkenfeld,Baumholder,
13401008,,Berschweiler bei Baumholder,Birkenfeld,Baumholder,55777
13401008,0101,Im Hahn,Birkenfeld,Baumholder,
13401008,0102,Zollhaus,Birkenfeld,Baumholder,
13401008,0103,Hof Am Forst,Birkenfeld,Baumholder,
13401021,,Eckersweiler,Birkenfeld,Baumholder,55777
13401026,,Fohren-Linden,Birkenfeld,Baumholder,55777
13401026,0102,Finkenmühle,Birkenfeld,Baumholder,
13401027,,Frauenberg,Birkenfeld,Baumholder,55776
13401033,,Hahnweiler,Birkenfeld,Baumholder,55776
13401036,,Heimbach,Birkenfeld,Baumholder,55779
13401036,0101,Altwieserhof,Birkenfeld,Baumholder,
13401036,0102,"Bahnhof Heimbach, Nahe",Birkenfeld,Baumholder,
13401036,0103,Gladerbacherhof,Birkenfeld,Baumholder,
13401036,0104,Heimbacherhof,Birkenfeld,Baumholder,
13401036,0105,Steibericherhof,Birkenfeld,Baumholder,
13401051,,Leitzweiler,Birkenfeld,Baumholder,55779
13401051,0101,Lindenhof,Birkenfeld,Baumholder,
13401054,,Mettweiler,Birkenfeld,Baumholder,55777
13401068,,Reichenbach,Birkenfeld,Baumholder,55776
13401068,0101,Gerichtmannsmühle,Birkenfeld,Baumholder,
13401068,0102,Reichenbacherhöfe,Birkenfeld,Baumholder,
13401068,0103,Sonnenhof,Birkenfeld,Baumholder,
13401073,,Rohrbach,Birkenfeld,Baumholder,55776
13401074,,Rückweiler,Birkenfeld,Baumholder,55776
13401075,,Ruschberg,Birkenfeld,Baumholder,55776
13401075,0101,"Clarashall, Schwerspatgrube",Birkenfeld,Baumholder,
13401075,0102,Haus Mohrenmühle,Birkenfeld,Baumholder,
13401075,0103,Im Inkelrech,Birkenfeld,Baumholder,
13401075,0104,Lauersmühle,Birkenfeld,Baumholder,
13401075,0105,Seibertsmühle,Birkenfeld,Baumholder,
13402001,,Abentheuer,Birkenfeld,Birkenfeld,55767
13402001,0101,Arthenberg,Birkenfeld,Birkenfeld,
13402001,0102,Hujetsägemühle,Birkenfeld,Birkenfeld,
13402002,,Achtelsbach,Birkenfeld,Birkenfeld,55767
13402002,0101,Forsthaus Neuhof,Birkenfeld,Birkenfeld,
13402010,,"Birkenfeld, Stadt",Birkenfeld,Birkenfeld,55765
13402010,0101,Burgbirkenfeld,Birkenfeld,Birkenfeld,
13402010,0102,Feckweiler,Birkenfeld,Birkenfeld,
13402010,0103,Staffelhof,Birkenfeld,Birkenfeld,
13402010,0104,Ulmenhof,Birkenfeld,Birkenfeld,
13402010,0105,Waldwiesen,Birkenfeld,Birkenfeld,
13402011,,Börfink,Birkenfeld,Birkenfeld,54422
13402011,0101,Einschiederhof,Birkenfeld,Birkenfeld,
13402011,0102,Forellenhof Trauntal,Birkenfeld,Birkenfeld,
13402011,0103,Thranenweier (ehem.Gem.Allenbach),Birkenfeld,Birkenfeld,
13402011,0104,Bunker Erwin,Birkenfeld,Birkenfeld,
13402015,,Brücken,Birkenfeld,Birkenfeld,55767
13402015,0102,Friesenhof,Birkenfeld,Birkenfeld,
13402015,0103,Traunen,Birkenfeld,Birkenfeld,
13402016,,Buhlenberg,Birkenfeld,Birkenfeld,55767
13402016,0101,Berghof,Birkenfeld,Birkenfeld,
13402016,0102,Etzweilerhof,Birkenfeld,Birkenfeld,
13402016,0103,Grenzhof,Birkenfeld,Birkenfeld,
13402016,0104,Waldhof,Birkenfeld,Birkenfeld,
13402018,,Dambach,Birkenfeld,Birkenfeld,55765
13402018,0101,Brandmühle,Birkenfeld,Birkenfeld,
13402020,,Dienstweiler,Birkenfeld,Birkenfeld,55765
13402020,0101,Eborn,Birkenfeld,Birkenfeld,
13402020,0102,"Eborner Berg, Sdlg.",Birkenfeld,Birkenfeld,
13402022,,Elchweiler,Birkenfeld,Birkenfeld,55765
13402022,0101,Alte Schule,Birkenfeld,Birkenfeld,
13402023,,Ellenberg,Birkenfeld,Birkenfeld,55765
13402024,,Ellweiler,Birkenfeld,Birkenfeld,55765
13402024,0101,Haumbach,Birkenfeld,Birkenfeld,
13402024,0103,"Neubrücker Mühle, Sägewerk",Birkenfeld,Birkenfeld,
13402024,0104,Rasthaus Steinautal,Birkenfeld,Birkenfeld,
13402029,,Gimbweiler,Birkenfeld,Birkenfeld,55767
13402029,0101,Heidehof,Birkenfeld,Birkenfeld,
13402031,,Gollenberg,Birkenfeld,Birkenfeld,55767
13402034,,Hattgenstein,Birkenfeld,Birkenfeld,55767
13402034,0101,Helmhof,Birkenfeld,Birkenfeld,
13402034,0102,Waldfriede,Birkenfeld,Birkenfeld,
13402034,0103,Zur Zimmerei,Birkenfeld,Birkenfeld,
13402042,,Hoppstädten-Weiersbach,Birkenfeld,Birkenfeld,55768
13402042,0100,Hoppstädten,Birkenfeld,Birkenfeld,
13402042,0101,Altmaiers Mühle,Birkenfeld,Birkenfeld,
13402042,0102,Bergsiedlung,Birkenfeld,Birkenfeld,
13402042,0103,Eulenhügel,Birkenfeld,Birkenfeld,
13402042,0104,Heimbacher Berg,Birkenfeld,Birkenfeld,
13402042,0105,Mausemühle,Birkenfeld,Birkenfeld,
13402042,0106,Neubrücke,Birkenfeld,Birkenfeld,
13402042,0107,Schleifmühle,Birkenfeld,Birkenfeld,
13402042,0200,Weiersbach,Birkenfeld,Birkenfeld,
13402042,0201,Bleiderdingen,Birkenfeld,Birkenfeld,
13402042,0202,"St.Annahaus, Kloster",Birkenfeld,Birkenfeld,
13402048,,Kronweiler,Birkenfeld,Birkenfeld,55767
13402048,0101,Alte Schleife,Birkenfeld,Birkenfeld,
13402048,0102,Siedlung Hangelbösch,Birkenfeld,Birkenfeld,
13402050,,Leisel,Birkenfeld,Birkenfeld,55767
13402053,,Meckenbach,Birkenfeld,Birkenfeld,55767
13402057,,Niederbrombach,Birkenfeld,Birkenfeld,55767
13402057,0101,Fischerhof,Birkenfeld,Birkenfeld,
13402057,0102,Haus Manzenbach,Birkenfeld,Birkenfeld,
13402057,0103,Lärchenhof,Birkenfeld,Birkenfeld,
13402057,0104,Robinienhof,Birkenfeld,Birkenfeld,
13402058,,Niederhambach,Birkenfeld,Birkenfeld,55767
13402058,0101,Böschweiler,Birkenfeld,Birkenfeld,
13402058,0102,Burbach,Birkenfeld,Birkenfeld,
13402058,0103,Burbacher Siedlung,Birkenfeld,Birkenfeld,
13402058,0104,Heupweiler,Birkenfeld,Birkenfeld,
13402061,,Nohen,Birkenfeld,Birkenfeld,55767
13402062,,Oberbrombach,Birkenfeld,Birkenfeld,55767
13402062,0101,Haus Schellenmühle,Birkenfeld,Birkenfeld,
13402062,0102,Im Gärtel,Birkenfeld,Birkenfeld,
13402063,,Oberhambach,Birkenfeld,Birkenfeld,55765
13402063,0101,Sauerbrunnen,Birkenfeld,Birkenfeld,
13402070,,Rimsberg,Birkenfeld,Birkenfeld,55765
13402070,0101,Lindenhof,Birkenfeld,Birkenfeld,
13402070,0102,Siedlung Vogelsbüsch,Birkenfeld,Birkenfeld,
13402071,,Rinzenberg,Birkenfeld,Birkenfeld,55767
13402072,,Rötsweiler-Nockenthal,Birkenfeld,Birkenfeld,55767
13402072,0101,Nockenthal,Birkenfeld,Birkenfeld,
13402072,0102,Rötsweiler,Birkenfeld,Birkenfeld,
13402078,,Schmißberg,Birkenfeld,Birkenfeld,55765
13402080,,Schwollen,Birkenfeld,Birkenfeld,55767
13402084,,Siesbach,Birkenfeld,Birkenfeld,55767
13402085,,Sonnenberg-Winnenberg,Birkenfeld,Birkenfeld,55767
13402085,0101,Birkensiedlung,Birkenfeld,Birkenfeld,
13402085,0102,Hohensteiner Hof,Birkenfeld,Birkenfeld,
13402085,0103,Schlesierhof,Birkenfeld,Birkenfeld,
13402085,0104,Sonnenberg,Birkenfeld,Birkenfeld,
13402085,0105,Winnenberg,Birkenfeld,Birkenfeld,
13402094,,Wilzenberg-Hußweiler,Birkenfeld,Birkenfeld,55767
13402094,0101,Hußweiler,Birkenfeld,Birkenfeld,
13402094,0201,Wilzenberg,Birkenfeld,Birkenfeld,
13402094,0202,Sägemühle,Birkenfeld,Birkenfeld,
13405003,,Allenbach,Birkenfeld,Herrstein-Rhaunen,55758
13405003,0101,Hüttgeswasen,Birkenfeld,Herrstein-Rhaunen,
13405004,,Asbach,Birkenfeld,Herrstein-Rhaunen,55758
13405004,0101,"Asbacherhütte, Pflegeanst.",Birkenfeld,Herrstein-Rhaunen,
13405006,,Bergen,Birkenfeld,Herrstein-Rhaunen,55608
13405009,,Berschweiler bei Kirn,Birkenfeld,Herrstein-Rhaunen,55608
13405012,,Bollenbach,Birkenfeld,Herrstein-Rhaunen,55624
13405013,,Breitenthal,Birkenfeld,Herrstein-Rhaunen,55758
13405013,0101,Breitenthaler Mühle,Birkenfeld,Herrstein-Rhaunen,
13405014,,Bruchweiler,Birkenfeld,Herrstein-Rhaunen,55758
13405017,,Bundenbach,Birkenfeld,Herrstein-Rhaunen,55626
13405017,0101,"Neumühle, Gastst.",Birkenfeld,Herrstein-Rhaunen,
13405017,0102,Reinhardtsmühle,Birkenfeld,Herrstein-Rhaunen,
13405017,0103,Schiefergrube Bocksberg-Eschenbach,Birkenfeld,Herrstein-Rhaunen,
13405017,0104,Besucherbergwerk Herrenberg,Birkenfeld,Herrstein-Rhaunen,
13405019,,Dickesbach,Birkenfeld,Herrstein-Rhaunen,55758
13405019,0101,Katzenrech,Birkenfeld,Herrstein-Rhaunen,
13405019,0102,Sonnenhöfe,Birkenfeld,Herrstein-Rhaunen,
13405025,,Fischbach,Birkenfeld,Herrstein-Rhaunen,55743
13405028,,Gerach,Birkenfeld,Herrstein-Rhaunen,55743
13405028,0101,"Geracher Mühle, Schleiferei",Birkenfeld,Herrstein-Rhaunen,
13405030,,Gösenroth,Birkenfeld,Herrstein-Rhaunen,55624
13405032,,Griebelschied,Birkenfeld,Herrstein-Rhaunen,55608
13405032,0101,Erlenhof,Birkenfeld,Herrstein-Rhaunen,
13405032,0102,Sonnenhof,Birkenfeld,Herrstein-Rhaunen,
13405032,0103,Hof Mayer-Neuberger,Birkenfeld,Herrstein-Rhaunen,
13405035,,Hausen,Birkenfeld,Herrstein-Rhaunen,55608
13405035,0101,Birkenhof,Birkenfeld,Herrstein-Rhaunen,
13405035,0102,Brunnenbergerhof,Birkenfeld,Herrstein-Rhaunen,
13405035,0103,Sonnenhof,Birkenfeld,Herrstein-Rhaunen,
13405037,,Hellertshausen,Birkenfeld,Herrstein-Rhaunen,55758
13405037,0101,Forsthaus Vierherrenwald,Birkenfeld,Herrstein-Rhaunen,
13405037,0102,Hammerbirkenfeld,Birkenfeld,Herrstein-Rhaunen,
13405037,0103,Hellertshauser Mühle,Birkenfeld,Herrstein-Rhaunen,
13405037,0104,Mombach (Hof),Birkenfeld,Herrstein-Rhaunen,
13405037,0105,Spinnerei Aschied,Birkenfeld,Herrstein-Rhaunen,
13405038,,Herborn,Birkenfeld,Herrstein-Rhaunen,55758
13405038,0102,Villa Erholung,Birkenfeld,Herrstein-Rhaunen,
13405039,,Herrstein,Birkenfeld,Herrstein-Rhaunen,55756
13405039,0101,Lindenhof,Birkenfeld,Herrstein-Rhaunen,
13405039,0102,Steinäckerhof,Birkenfeld,Herrstein-Rhaunen,
13405039,0103,Walkmühle,Birkenfeld,Herrstein-Rhaunen,
13405040,,Hettenrodt,Birkenfeld,Herrstein-Rhaunen,55758
13405041,,Hintertiefenbach,Birkenfeld,Herrstein-Rhaunen,55743
13405041,0101,Siedlung Wassergall,Birkenfeld,Herrstein-Rhaunen,
13405043,,Horbruch,Birkenfeld,Herrstein-Rhaunen,55483
13405043,0101,Emmerichsmühle,Birkenfeld,Herrstein-Rhaunen,
13405043,0102,Forsthaus Horbruch,Birkenfeld,Herrstein-Rhaunen,
13405043,0103,Hockenmühle,Birkenfeld,Herrstein-Rhaunen,
13405043,0104,Neumühle,Birkenfeld,Herrstein-Rhaunen,
13405043,0105,Bergmühle,Birkenfeld,Herrstein-Rhaunen,
13405044,,Hottenbach,Birkenfeld,Herrstein-Rhaunen,55758
